"C_Text__c","C_Number__c"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 1","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
"RULESUI Account 2","1096.0"
