"C_Text__c","C_Number__c"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 1","600.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
"RULESUI Account 2","700.0"
