"C_Text__c","C_Number__c"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 2","400.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
"RULESUI Account 1","200.0"
