"C_Text__c","C_Number__c"
"RULESUI Account 1","34900.0"
"RULESUI Account 1","47920.03"
"RULESUI Account 1","37900.0"
"RULESUI Account 1","50501.51"
"RULESUI Account 1","55803.36"
"RULESUI Account 1","35526.05"
"RULESUI Account 1","34200.0"
"RULESUI Account 1","40101.01"
"RULESUI Account 1","46055.41"
"RULESUI Account 1","52063.45"
"RULESUI Account 1","58125.42"
"RULESUI Account 1","64241.6"
"RULESUI Account 1","40735.37"
"RULESUI Account 1","40862.52"
"RULESUI Account 1","35000.0"
"RULESUI Account 1","47553.85"
"RULESUI Account 1","53143.84"
"RULESUI Account 1","58786.96"
"RULESUI Account 1","37163.92"
"RULESUI Account 1","37290.53"
"RULESUI Account 1","37417.24"
"RULESUI Account 1","43088.08"
"RULESUI Account 1","48812.8"
"RULESUI Account 1","56284.92"
"RULESUI Account 1","62293.06"
"RULESUI Account 1","39226.09"
"RULESUI Account 1","39353.66"
"RULESUI Account 1","39481.33"
"RULESUI Account 1","45518.18"
"RULESUI Account 1","51610.86"
"RULESUI Account 1","57759.65"
"RULESUI Account 1","40121.13"
"RULESUI Account 1","33200.0"
"RULESUI Account 1","56904.24"
"RULESUI Account 1","63046.02"
"RULESUI Account 1","33500.0"
"RULESUI Account 1","39585.79"
"RULESUI Account 1","45728.47"
"RULESUI Account 1","51928.34"
"RULESUI Account 1","58185.71"
"RULESUI Account 1","64500.89"
"RULESUI Account 1","40229.03"
"RULESUI Account 1","40357.99"
"RULESUI Account 1","34300.0"
"RULESUI Account 1","53048.65"
"RULESUI Account 1","59481.95"
"RULESUI Account 1","65974.32"
"RULESUI Account 2","34900.0"
"RULESUI Account 2","66994.66"
"RULESUI Account 2","37900.0"
"RULESUI Account 1","63964.85"
"RULESUI Account 2","50501.51"
"RULESUI Account 2","55803.36"
"RULESUI Account 2","35526.05"
"RULESUI Account 2","34200.0"
"RULESUI Account 2","40101.01"
"RULESUI Account 2","45252.7"
"RULESUI Account 2","51158.88"
"RULESUI Account 2","57118.64"
"RULESUI Account 2","63132.26"
"RULESUI Account 2","40033.33"
"RULESUI Account 2","40160.31"
"RULESUI Account 2","34400.0"
"RULESUI Account 2","52243.59"
"RULESUI Account 2","53143.84"
"RULESUI Account 2","58786.96"
"RULESUI Account 2","37163.92"
"RULESUI Account 2","37290.53"
"RULESUI Account 2","37417.24"
"RULESUI Account 2","43088.08"
"RULESUI Account 2","56284.92"
"RULESUI Account 2","62293.06"
"RULESUI Account 2","39226.09"
"RULESUI Account 2","39353.66"
"RULESUI Account 2","39481.33"
"RULESUI Account 2","45518.18"
"RULESUI Account 2","51610.86"
"RULESUI Account 2","57759.65"
"RULESUI Account 2","63964.85"
"RULESUI Account 2","40121.13"
"RULESUI Account 2","33200.0"
"RULESUI Account 2","56904.24"
"RULESUI Account 2","63046.02"
"RULESUI Account 2","33500.0"
"RULESUI Account 2","39585.79"
"RULESUI Account 2","45728.47"
"RULESUI Account 2","48812.8"
"RULESUI Account 2","51928.34"
"RULESUI Account 2","58185.71"
"RULESUI Account 2","64500.89"
"RULESUI Account 2","40229.03"
"RULESUI Account 2","40357.99"
"RULESUI Account 2","34300.0"
"RULESUI Account 2","53048.65"
"RULESUI Account 2","59481.95"
"RULESUI Account 2","65974.32"
