"C_Text__c","C_Number__c"
"RULESUI Account 1","95.08196721311475"
"RULESUI Account 1","96.05263157894737"
"RULESUI Account 1","67.71428571428572"
"RULESUI Account 1","68.48137535816619"
"RULESUI Account 1","80.37383177570094"
"RULESUI Account 1","81.25"
"RULESUI Account 1","68.43657817109144"
"RULESUI Account 1","69.23076923076923"
"RULESUI Account 1","67.06231454005935"
"RULESUI Account 1","67.85714285714286"
"RULESUI Account 1","60.86956521739131"
"RULESUI Account 1","61.627906976744185"
"RULESUI Account 1","73.17784256559767"
"RULESUI Account 1","71.42857142857143"
"RULESUI Account 1","66.38888888888889"
"RULESUI Account 1","66.95156695156696"
"RULESUI Account 1","71.59420289855073"
"RULESUI Account 1","70.8092485549133"
"RULESUI Account 1","79.5031055900621"
"RULESUI Account 1","84.81012658227847"
"RULESUI Account 1","83.91167192429022"
"RULESUI Account 1","67.64705882352942"
"RULESUI Account 1","72.45508982035929"
"RULESUI Account 1","71.64179104477611"
"RULESUI Account 1","66.27218934911244"
"RULESUI Account 1","66.08187134502924"
"RULESUI Account 1","70.27027027027027"
"RULESUI Account 1","60.115606936416185"
"RULESUI Account 1","64.70588235294117"
"RULESUI Account 1","63.929618768328446"
"RULESUI Account 1","72.38372093023256"
"RULESUI Account 1","57.36842105263158"
"RULESUI Account 1","85.71428571428571"
"RULESUI Account 1","70.02881844380403"
"RULESUI Account 1","73.27327327327328"
"RULESUI Account 1","83.01886792452831"
"RULESUI Account 1","66.86217008797654"
"RULESUI Account 1","70.83333333333334"
"RULESUI Account 1","65.48672566371681"
"RULESUI Account 1","69.46107784431138"
"RULESUI Account 1","59.36599423631124"
"RULESUI Account 1","63.1578947368421"
"RULESUI Account 1","97.02970297029702"
"RULESUI Account 1","69.25287356321839"
"RULESUI Account 1","82.13166144200626"
"RULESUI Account 1","70.02967359050444"
"RULESUI Account 1","68.65671641791045"
"RULESUI Account 1","62.390670553935855"
"RULESUI Account 2","73.17784256559767"
"RULESUI Account 2","97.02970297029702"
"RULESUI Account 2","69.85507246376812"
"RULESUI Account 2","72.22222222222221"
"RULESUI Account 2","79.5031055900621"
"RULESUI Account 2","82.13166144200626"
"RULESUI Account 2","67.64705882352942"
"RULESUI Account 2","70.02967359050444"
"RULESUI Account 2","66.27218934911244"
"RULESUI Account 2","68.65671641791045"
"RULESUI Account 2","60.115606936416185"
"RULESUI Account 2","62.390670553935855"
"RULESUI Account 2","19.08548707753479"
"RULESUI Account 2","100.0"
"RULESUI Account 2","73.82352941176471"
"RULESUI Account 2","74.63126843657817"
"RULESUI Account 2","83.91167192429022"
"RULESUI Account 2","84.81012658227847"
"RULESUI Account 2","71.64179104477611"
"RULESUI Account 2","72.45508982035929"
"RULESUI Account 2","70.27027027027027"
"RULESUI Account 2","66.08187134502924"
"RULESUI Account 2","63.929618768328446"
"RULESUI Account 2","64.70588235294117"
"RULESUI Account 2","96.05263157894737"
"RULESUI Account 2","57.36842105263158"
"RULESUI Account 2","71.42857142857143"
"RULESUI Account 2","73.02052785923753"
"RULESUI Account 2","81.25"
"RULESUI Account 2","83.01886792452831"
"RULESUI Account 2","69.23076923076923"
"RULESUI Account 2","70.83333333333334"
"RULESUI Account 2","67.85714285714286"
"RULESUI Account 2","69.46107784431138"
"RULESUI Account 2","61.627906976744185"
"RULESUI Account 2","63.1578947368421"
"RULESUI Account 2","72.38372093023256"
"RULESUI Account 2","95.08196721311475"
"RULESUI Account 2","69.07514450867052"
"RULESUI Account 2","70.63953488372093"
"RULESUI Account 2","73.27327327327328"
"RULESUI Account 2","80.37383177570094"
"RULESUI Account 2","66.86217008797654"
"RULESUI Account 2","68.43657817109144"
"RULESUI Account 2","65.48672566371681"
"RULESUI Account 2","67.06231454005935"
"RULESUI Account 2","59.36599423631124"
"RULESUI Account 2","60.86956521739131"
