"C_Percent__c","ActiveUsers__c","C_Number__c","AccPercentage__c"
"371.3","583.0","500.0","583.0"
"570.3","782.0","699.0","782.0"
"369.3","581.0","498.0","581.0"
"768.3","980.0","897.0","980.0"
"867.3","1079.0","996.0","1079.0"
"466.3","678.0","595.0","678.0"
"365.3","577.0","494.0","577.0"
"464.3","676.0","593.0","676.0"
"563.3","775.0","692.0","775.0"
"662.3","874.0","791.0","874.0"
"761.3","973.0","890.0","973.0"
"860.3","1072.0","989.0","1072.0"
"459.3","671.0","588.0","671.0"
"458.3","670.0","587.0","670.0"
"357.3","569.0","486.0","569.0"
"656.3","868.0","785.0","868.0"
"755.3","967.0","884.0","967.0"
"854.3","1066.0","983.0","1066.0"
"453.3","665.0","582.0","665.0"
"452.3","664.0","581.0","664.0"
"451.3","663.0","580.0","663.0"
"550.3","762.0","679.0","762.0"
"649.3","861.0","778.0","861.0"
"748.3","960.0","877.0","960.0"
"847.3","1059.0","976.0","1059.0"
"446.3","658.0","575.0","658.0"
"445.3","657.0","574.0","657.0"
"444.3","656.0","573.0","656.0"
"543.3","755.0","672.0","755.0"
"642.3","854.0","771.0","854.0"
"741.3","953.0","870.0","953.0"
"840.3","1052.0","969.0","1052.0"
"439.3","651.0","568.0","651.0"
"338.3","550.0","467.0","550.0"
"737.3","949.0","866.0","949.0"
"836.3","1048.0","965.0","1048.0"
"335.3","547.0","464.0","547.0"
"434.3","646.0","563.0","646.0"
"533.3","745.0","662.0","745.0"
"632.3","844.0","761.0","844.0"
"731.3","943.0","860.0","943.0"
"830.3","1042.0","959.0","1042.0"
"429.3","641.0","558.0","641.0"
"428.3","640.0","557.0","640.0"
"327.3","539.0","456.0","539.0"
"626.3","838.0","755.0","838.0"
"725.3","937.0","854.0","937.0"
"824.3","1036.0","953.0","1036.0"
"472.9","684.0","600.0","684.0"
"571.9","783.0","699.0","783.0"
"370.9","582.0","498.0","582.0"
"769.9","981.0","897.0","981.0"
"868.9","1080.0","996.0","1080.0"
"467.9","679.0","595.0","679.0"
"366.9","578.0","494.0","578.0"
"465.9","677.0","593.0","677.0"
"564.9","776.0","692.0","776.0"
"663.9","875.0","791.0","875.0"
"762.9","974.0","890.0","974.0"
"861.9","1073.0","989.0","1073.0"
"460.9","672.0","588.0","672.0"
"459.9","671.0","587.0","671.0"
"358.9","570.0","486.0","570.0"
"657.9","869.0","785.0","869.0"
"756.9","968.0","884.0","968.0"
"855.9","1067.0","983.0","1067.0"
"454.9","666.0","582.0","666.0"
"453.9","665.0","581.0","665.0"
"452.9","664.0","580.0","664.0"
"551.9","763.0","679.0","763.0"
"650.9","862.0","778.0","862.0"
"749.9","961.0","877.0","961.0"
"848.9","1060.0","976.0","1060.0"
"447.9","659.0","575.0","659.0"
"446.9","658.0","574.0","658.0"
"445.9","657.0","573.0","657.0"
"544.9","756.0","672.0","756.0"
"643.9","855.0","771.0","855.0"
"742.9","954.0","870.0","954.0"
"841.9","1053.0","969.0","1053.0"
"440.9","652.0","568.0","652.0"
"339.9","551.0","467.0","551.0"
"738.9","950.0","866.0","950.0"
"837.9","1049.0","965.0","1049.0"
"336.9","548.0","464.0","548.0"
"435.9","647.0","563.0","647.0"
"534.9","746.0","662.0","746.0"
"633.9","845.0","761.0","845.0"
"732.9","944.0","860.0","944.0"
"831.9","1043.0","959.0","1043.0"
"430.9","642.0","558.0","642.0"
"429.9","641.0","557.0","641.0"
"328.9","540.0","456.0","540.0"
"627.9","839.0","755.0","839.0"
"726.9","938.0","854.0","938.0"
"825.9","1037.0","953.0","1037.0"
