"C_Percent__c","ActiveUsers__c","C_Number__c","AccPercentage__c"
"315.85","348.0","1050.0","348.0"
"177.85","210.0","900.0","210.0"
"193.85","226.0","900.0","226.0"
"199.85","232.0","910.0","232.0"
"225.85","258.0","900.0","258.0"
"210.85","243.0","931.0","243.0"
"257.85","290.0","900.0","290.0"
"181.85","214.0","900.0","214.0"
"197.85","230.0","900.0","230.0"
"203.85","236.0","910.0","236.0"
"229.85","262.0","900.0","262.0"
"214.85","247.0","931.0","247.0"
"183.85","216.0","978.0","216.0"
"171.85","204.0","900.0","204.0"
"187.85","220.0","900.0","220.0"
"193.85","226.0","910.0","226.0"
"209.85","242.0","910.0","242.0"
"204.85","237.0","931.0","237.0"
"214.85","247.0","937.0","247.0"
"179.85","212.0","900.0","212.0"
"195.85","228.0","900.0","228.0"
"201.85","234.0","910.0","234.0"
"227.85","260.0","900.0","260.0"
"216.85","249.0","931.0","249.0"
"61.85","94.0","1102.0","94.0"
"185.85","218.0","900.0","218.0"
"191.85","224.0","910.0","224.0"
"207.85","240.0","910.0","240.0"
"233.85","266.0","900.0","266.0"
"218.85","251.0","931.0","251.0"
"212.85","245.0","931.0","245.0"
"259.85","292.0","900.0","292.0"
"173.85","206.0","900.0","206.0"
"189.85","222.0","900.0","222.0"
"195.85","228.0","910.0","228.0"
"221.85","254.0","900.0","254.0"
"206.85","239.0","931.0","239.0"
"216.85","249.0","937.0","249.0"
"175.85","208.0","900.0","208.0"
"191.85","224.0","900.0","224.0"
"197.85","230.0","910.0","230.0"
"223.85","256.0","900.0","256.0"
"208.85","241.0","931.0","241.0"
"255.85","288.0","900.0","288.0"
"183.85","216.0","900.0","216.0"
"199.85","232.0","900.0","232.0"
"205.85","238.0","910.0","238.0"
"231.85","264.0","900.0","264.0"
"216.85","249.0","931.0","249.0"
"61.85","94.0","1102.0","94.0"
"185.85","218.0","900.0","218.0"
"191.85","224.0","910.0","224.0"
"207.85","240.0","910.0","240.0"
"233.85","266.0","900.0","266.0"
"218.85","251.0","931.0","251.0"
"315.85","348.0","1050.0","348.0"
"177.85","210.0","900.0","210.0"
"193.85","226.0","900.0","226.0"
"227.85","260.0","900.0","260.0"
"212.85","245.0","931.0","245.0"
"259.85","292.0","900.0","292.0"
"173.85","206.0","900.0","206.0"
"189.85","222.0","900.0","222.0"
"195.85","228.0","910.0","228.0"
"221.85","254.0","900.0","254.0"
"206.85","239.0","931.0","239.0"
"216.85","249.0","937.0","249.0"
"195.85","228.0","900.0","228.0"
"201.85","234.0","910.0","234.0"
"175.85","208.0","900.0","208.0"
"191.85","224.0","900.0","224.0"
"197.85","230.0","910.0","230.0"
"223.85","256.0","900.0","256.0"
"208.85","241.0","931.0","241.0"
"255.85","288.0","900.0","288.0"
"-65.0","-4.0","0.0","-4.0"
"-67.05","-4.0","0.0","-4.0"
"-67.05","-4.0","0.0","-4.0"
"-67.05","-4.0","0.0","-4.0"
"-67.05","-4.0","0.0","-4.0"
"-67.05","-4.0","0.0","-4.0"
"-67.05","-4.0","0.0","-4.0"
"-67.05","-4.0","0.0","-4.0"
"-67.05","-4.0","0.0","-4.0"
"-67.05","-4.0","0.0","-4.0"
"-67.05","-4.0","0.0","-4.0"
"-65.0","-4.0","0.0","-4.0"
"-65.0","-4.0","0.0","-4.0"
"-65.0","-4.0","0.0","-4.0"
"-65.0","-4.0","0.0","-4.0"
"-65.0","-4.0","0.0","-4.0"
"-65.0","-4.0","0.0","-4.0"
"-65.0","-4.0","0.0","-4.0"
"-65.0","-4.0","0.0","-4.0"
"-65.0","-4.0","0.0","-4.0"
"-65.0","-4.0","0.0","-4.0"
"-65.0","-4.0","0.0","-4.0"
"-65.0","-4.0","0.0","-4.0"
"-67.05","-4.0","0.0","-4.0"
"199.85","232.0","910.0","232.0"
"225.85","258.0","900.0","258.0"
"210.85","243.0","931.0","243.0"
"257.85","290.0","900.0","290.0"
"181.85","214.0","900.0","214.0"
"197.85","230.0","900.0","230.0"
"203.85","236.0","910.0","236.0"
"229.85","262.0","900.0","262.0"
"214.85","247.0","931.0","247.0"
"183.85","216.0","978.0","216.0"
"171.85","204.0","900.0","204.0"
"187.85","220.0","900.0","220.0"
"193.85","226.0","910.0","226.0"
"209.85","242.0","910.0","242.0"
"204.85","237.0","931.0","237.0"
"214.85","247.0","937.0","247.0"
"179.85","212.0","900.0","212.0"
"-84.8","-5.0","0.0","-5.0"
"-84.8","-5.0","0.0","-5.0"
"-84.8","-5.0","0.0","-5.0"
"-84.8","-5.0","0.0","-5.0"
"-84.8","-5.0","0.0","-5.0"
"-84.8","-5.0","0.0","-5.0"
"-84.8","-5.0","0.0","-5.0"
"-84.8","-5.0","0.0","-5.0"
"-94.15","-5.0","-200.0","-5.0"
"-84.8","-5.0","0.0","-5.0"
"-84.8","-5.0","0.0","-5.0"
"-84.8","-5.0","0.0","-5.0"
"-84.8","-5.0","0.0","-5.0"
