"C_Text__c","C_Number__c"
"RULESUI Account 1","11.11111111111111"
"RULESUI Account 1","11.1731843575419"
"RULESUI Account 1","11.235955056179774"
"RULESUI Account 1","11.299435028248588"
"RULESUI Account 1","11.363636363636363"
"RULESUI Account 1","11.428571428571429"
"RULESUI Account 1","11.494252873563218"
"RULESUI Account 1","11.560693641618498"
"RULESUI Account 1","11.627906976744185"
"RULESUI Account 1","11.695906432748536"
"RULESUI Account 1","-100.0"
"RULESUI Account 1","999999.0"
"RULESUI Account 1","11.904761904761903"
"RULESUI Account 1","11.976047904191617"
"RULESUI Account 1","12.048192771084338"
"RULESUI Account 1","12.121212121212121"
"RULESUI Account 1","12.195121951219512"
"RULESUI Account 1","12.269938650306749"
"RULESUI Account 1","12.345679012345679"
"RULESUI Account 1","12.422360248447205"
"RULESUI Account 1","12.5"
"RULESUI Account 1","12.578616352201259"
"RULESUI Account 1","12.658227848101266"
"RULESUI Account 1","12.738853503184714"
"RULESUI Account 1","12.82051282051282"
"RULESUI Account 1","12.903225806451612"
"RULESUI Account 1","12.987012987012985"
"RULESUI Account 1","13.071895424836603"
"RULESUI Account 1","13.157894736842104"
"RULESUI Account 1","13.245033112582782"
"RULESUI Account 1","13.333333333333334"
"RULESUI Account 1","13.422818791946309"
"RULESUI Account 1","999999.0"
"RULESUI Account 1","13.60544217687075"
"RULESUI Account 1","13.698630136986301"
"RULESUI Account 1","13.793103448275861"
"RULESUI Account 1","13.88888888888889"
"RULESUI Account 1","13.986013986013987"
"RULESUI Account 1","14.084507042253522"
"RULESUI Account 1","14.184397163120568"
"RULESUI Account 1","-100.0"
"RULESUI Account 1","14.388489208633093"
"RULESUI Account 1","14.492753623188406"
"RULESUI Account 1","14.5985401459854"
"RULESUI Account 1","999999.0"
"RULESUI Account 1","14.814814814814813"
"RULESUI Account 1","14.925373134328357"
"RULESUI Account 1","15.037593984962406"
"RULESUI Account 1","15.151515151515152"
"RULESUI Account 1","15.267175572519085"
"RULESUI Account 1","-100.0"
"RULESUI Account 1","15.503875968992247"
"RULESUI Account 1","15.625"
"RULESUI Account 1","15.748031496062993"
"RULESUI Account 1","15.873015873015872"
"RULESUI Account 1","16.0"
"RULESUI Account 1","16.129032258064516"
"RULESUI Account 1","-100.0"
"RULESUI Account 1","16.39344262295082"
"RULESUI Account 1","16.528925619834713"
"RULESUI Account 1","16.666666666666664"
"RULESUI Account 1","16.80672268907563"
"RULESUI Account 1","16.94915254237288"
"RULESUI Account 1","17.094017094017094"
"RULESUI Account 1","17.24137931034483"
"RULESUI Account 1","17.391304347826086"
"RULESUI Account 1","17.543859649122805"
"RULESUI Account 1","17.699115044247787"
"RULESUI Account 1","17.857142857142858"
"RULESUI Account 1","18.01801801801802"
"RULESUI Account 1","18.181818181818183"
"RULESUI Account 1","18.34862385321101"
"RULESUI Account 1","18.51851851851852"
"RULESUI Account 1","18.69158878504673"
"RULESUI Account 1","18.867924528301888"
"RULESUI Account 1","19.047619047619047"
"RULESUI Account 1","19.230769230769234"
"RULESUI Account 1","19.41747572815534"
"RULESUI Account 1","19.607843137254903"
"RULESUI Account 1","19.801980198019802"
"RULESUI Account 1","20.0"
"RULESUI Account 1","20.2020202020202"
"RULESUI Account 1","20.408163265306122"
"RULESUI Account 1","20.618556701030926"
"RULESUI Account 1","20.833333333333336"
"RULESUI Account 1","21.052631578947366"
"RULESUI Account 1","21.27659574468085"
"RULESUI Account 1","21.50537634408602"
"RULESUI Account 1","21.73913043478261"
"RULESUI Account 1","21.978021978021978"
"RULESUI Account 1","22.22222222222222"
"RULESUI Account 1","22.47191011235955"
"RULESUI Account 1","22.727272727272727"
"RULESUI Account 1","22.988505747126435"
"RULESUI Account 1","23.25581395348837"
"RULESUI Account 1","23.52941176470588"
"RULESUI Account 1","23.809523809523807"
"RULESUI Account 1","24.096385542168676"
"RULESUI Account 1","24.390243902439025"
