"C_Percent__c","ActiveUsers__c","C_Number__c","AccPercentage__c"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"6195.0","274.75","970.0","7.0"
"","999999.0","",""
"","999999.0","",""
"","999999.0","",""
"","999999.0","",""
"","999999.0","",""
"","999999.0","",""
"","999999.0","",""
"","999999.0","",""
"","999999.0","",""
"","999999.0","",""
"","999999.0","",""
"","999999.0","",""
