"C_Percent__c","ActiveUsers__c","C_Number__c","AccPercentage__c"
"999759.0","-240.0","-910.0","-910.0"
"999759.0","-240.0","-910.0","-910.0"
"999765.0","-234.0","-900.0","-900.0"
"999765.0","-234.0","-900.0","-900.0"
"999781.0","-218.0","-900.0","-900.0"
"999781.0","-218.0","-900.0","-900.0"
"999709.0","-290.0","-900.0","-900.0"
"999709.0","-290.0","-900.0","-900.0"
"999755.0","-244.0","-910.0","-910.0"
"999755.0","-244.0","-910.0","-910.0"
"999771.0","-228.0","-910.0","-910.0"
"999771.0","-228.0","-910.0","-910.0"
"999777.0","-222.0","-900.0","-900.0"
"999777.0","-222.0","-900.0","-900.0"
"999793.0","-206.0","-900.0","-900.0"
"999793.0","-206.0","-900.0","-900.0"
"999903.0","-96.0","-1102.0","-1102.0"
"999903.0","-96.0","-1102.0","-1102.0"
"999748.0","-251.0","-931.0","-931.0"
"999748.0","-251.0","-931.0","-931.0"
"999733.0","-266.0","-900.0","-900.0"
"999733.0","-266.0","-900.0","-900.0"
"999746.0","-253.0","-931.0","-931.0"
"999746.0","-253.0","-931.0","-931.0"
"999731.0","-268.0","-900.0","-900.0"
"999731.0","-268.0","-900.0","-900.0"
"999757.0","-242.0","-910.0","-910.0"
"999757.0","-242.0","-910.0","-910.0"
"999756.0","-243.0","-931.0","-931.0"
"999756.0","-243.0","-931.0","-931.0"
"999741.0","-258.0","-900.0","-900.0"
"999741.0","-258.0","-900.0","-900.0"
"999767.0","-232.0","-910.0","-910.0"
"999767.0","-232.0","-910.0","-910.0"
"999773.0","-226.0","-900.0","-900.0"
"999773.0","-226.0","-900.0","-900.0"
"999789.0","-210.0","-900.0","-900.0"
"999789.0","-210.0","-900.0","-900.0"
"999705.0","-294.0","-900.0","-900.0"
"999705.0","-294.0","-900.0","-900.0"
"999752.0","-247.0","-931.0","-931.0"
"999752.0","-247.0","-931.0","-931.0"
"999737.0","-262.0","-900.0","-900.0"
"999737.0","-262.0","-900.0","-900.0"
"999763.0","-236.0","-910.0","-910.0"
"999763.0","-236.0","-910.0","-910.0"
"999769.0","-230.0","-900.0","-900.0"
"999769.0","-230.0","-900.0","-900.0"
"999785.0","-214.0","-900.0","-900.0"
"999785.0","-214.0","-900.0","-900.0"
"999649.0","-350.0","-1050.0","-1050.0"
"999649.0","-350.0","-1050.0","-1050.0"
"999773.0","-226.0","-910.0","-910.0"
"999773.0","-226.0","-910.0","-910.0"
"999779.0","-220.0","-900.0","-900.0"
"999779.0","-220.0","-900.0","-900.0"
"999781.0","-218.0","-978.0","-978.0"
"999781.0","-218.0","-978.0","-978.0"
"999750.0","-249.0","-931.0","-931.0"
"999750.0","-249.0","-931.0","-931.0"
"999735.0","-264.0","-900.0","-900.0"
"999735.0","-264.0","-900.0","-900.0"
"999761.0","-238.0","-910.0","-910.0"
"999761.0","-238.0","-910.0","-910.0"
"999767.0","-232.0","-900.0","-900.0"
"999767.0","-232.0","-900.0","-900.0"
"999783.0","-216.0","-900.0","-900.0"
"999783.0","-216.0","-900.0","-900.0"
"999748.0","-251.0","-937.0","-937.0"
"999748.0","-251.0","-937.0","-937.0"
"999758.0","-241.0","-931.0","-931.0"
"999758.0","-241.0","-931.0","-931.0"
"999743.0","-256.0","-900.0","-900.0"
"999743.0","-256.0","-900.0","-900.0"
"999769.0","-230.0","-910.0","-910.0"
"999769.0","-230.0","-910.0","-910.0"
"999775.0","-224.0","-900.0","-900.0"
"999775.0","-224.0","-900.0","-900.0"
"999791.0","-208.0","-900.0","-900.0"
"999791.0","-208.0","-900.0","-900.0"
"999707.0","-292.0","-900.0","-900.0"
"999707.0","-292.0","-900.0","-900.0"
"999754.0","-245.0","-931.0","-931.0"
"999754.0","-245.0","-931.0","-931.0"
"999739.0","-260.0","-900.0","-900.0"
"999739.0","-260.0","-900.0","-900.0"
"999765.0","-234.0","-910.0","-910.0"
"999765.0","-234.0","-910.0","-910.0"
"999771.0","-228.0","-900.0","-900.0"
"999771.0","-228.0","-900.0","-900.0"
"999787.0","-212.0","-900.0","-900.0"
"999787.0","-212.0","-900.0","-900.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
"999999.0","0.0","0.0","0.0"
