"C_Text__c","C_Number__c"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
"RULESUI Account 1","-76.98961937716263"
